0.000000 0.000000 0.000000
0.000000 0.007812 0.000000
0.000000 0.015625 -0.140462
0.000000 0.023438 -0.164739
0.000000 0.031250 -0.071137
0.000000 0.039062 0.052966
0.000000 0.046875 0.110107
0.000000 0.054688 0.077996
0.000000 0.062500 0.006468
0.000000 0.070312 -0.038964
0.000000 0.078125 -0.025753
0.000000 0.085938 0.033162
0.000000 0.093750 0.097408
0.000000 0.101562 0.128850
0.000000 0.109375 0.113982
0.000000 0.117188 0.067706
0.000000 0.125000 0.019601
0.000000 0.132812 -0.005637
0.000000 0.140625 -0.000551
0.000000 0.148438 0.025511
0.000000 0.156250 0.055821
0.000000 0.164062 0.076689
0.000000 0.171875 0.082929
0.000000 0.179688 0.077314
0.000000 0.187500 0.066575
0.000000 0.195312 0.057216
0.000000 0.203125 0.053105
0.000000 0.210938 0.055047
0.000000 0.218750 0.061516
0.000000 0.226562 0.069603
0.000000 0.234375 0.075679
0.000000 0.242188 0.075816
0.000000 0.250000 0.066386
0.000000 0.257812 0.045240
0.000000 0.265625 0.013361
0.000000 0.273438 -0.023923
0.000000 0.281250 -0.057584
0.000000 0.289062 -0.078168
0.000000 0.296875 -0.080416
0.000000 0.304688 -0.065783
0.000000 0.312500 -0.039968
0.000000 0.320312 -0.007255
0.000000 0.328125 0.031406
0.000000 0.335938 0.071422
0.000000 0.343750 0.095168
0.000000 0.351562 0.076817
0.000000 0.359375 0.008184
0.000000 0.367188 -0.076863
0.000000 0.375000 -0.116319
0.000000 0.382812 -0.075126
0.000000 0.390625 0.012948
0.000000 0.398438 0.073384
0.000000 0.406250 0.066826
0.000000 0.414062 0.023529
0.000000 0.421875 -0.004852
0.000000 0.429688 -0.007849
0.000000 0.437500 -0.011967
0.000000 0.445312 -0.030781
0.000000 0.453125 -0.047698
0.000000 0.460938 -0.044201
0.000000 0.468750 -0.021532
0.000000 0.476562 0.007037
0.000000 0.484375 0.030237
0.000000 0.492188 0.043564
0.000000 0.500000 0.048341
0.000000 0.507812 0.047978
0.000000 0.515625 0.043730
0.000000 0.523438 0.033295
0.000000 0.531250 0.012663
0.000000 0.539062 -0.019530
0.000000 0.546875 -0.057242
0.000000 0.554688 -0.085892
0.000000 0.562500 -0.087875
0.000000 0.570312 -0.054132
0.000000 0.578125 0.004850
0.000000 0.585938 0.058605
0.000000 0.593750 0.072246
0.000000 0.601562 0.031191
0.000000 0.609375 -0.043268
0.000000 0.617188 -0.103740
0.000000 0.625000 -0.109395
0.000000 0.632812 -0.057422
0.000000 0.640625 0.013567
0.000000 0.648438 0.052717
0.000000 0.656250 0.034751
0.000000 0.664062 -0.024119
0.000000 0.671875 -0.081912
0.000000 0.679688 -0.101351
0.000000 0.687500 -0.070906
0.000000 0.695312 -0.005724
0.000000 0.703125 0.065606
0.000000 0.710938 0.116231
0.000000 0.718750 0.130480
0.000000 0.726562 0.106067
0.000000 0.734375 0.051880
0.000000 0.742188 -0.015139
0.000000 0.750000 -0.074242
0.000000 0.757812 -0.106400
0.000000 0.765625 -0.102190
0.000000 0.773438 -0.073892
0.000000 0.781250 -0.055827
0.000000 0.789062 -0.072368
0.000000 0.796875 -0.102257
0.000000 0.804688 -0.097385
0.000000 0.812500 -0.044779
