0.000000 0.000000 0.000000
0.031733 0.001007 0.000016
0.063467 0.004028 0.000096
0.095200 0.009063 0.000304
0.126933 0.016112 0.000703
0.158666 0.025175 0.001358
0.190400 0.036252 0.002333
0.222133 0.049343 0.003691
0.253866 0.064448 0.005496
0.285599 0.081567 0.007813
0.317333 0.100700 0.010705
0.349066 0.121847 0.014236
0.380799 0.145008 0.018470
0.412532 0.170183 0.023471
0.444266 0.197372 0.029303
0.475999 0.226575 0.036030
0.507732 0.257792 0.043715
0.539465 0.291023 0.052423
0.571199 0.326268 0.062217
0.602932 0.363527 0.073162
0.634665 0.402800 0.085321
0.666398 0.444087 0.098758
0.698132 0.487388 0.113537
0.729865 0.532703 0.129723
0.761598 0.580032 0.147378
0.793331 0.629375 0.166567
0.825065 0.680732 0.187354
0.856798 0.734103 0.209803
0.888531 0.789488 0.233977
0.920265 0.846887 0.259941
0.951998 0.906300 0.287758
0.983731 0.967727 0.317493
1.015464 1.031168 0.349208
1.047198 1.096623 0.382969
1.078931 1.164092 0.418839
1.110664 1.233575 0.456882
1.142397 1.305072 0.497162
1.174131 1.378583 0.539742
1.205864 1.454108 0.584688
1.237597 1.531647 0.632062
1.269330 1.611200 0.681928
1.301064 1.692767 0.734351
1.332797 1.776348 0.789394
1.364530 1.861943 0.847121
1.396263 1.949551 0.907597
1.427997 2.039174 0.970884
1.459730 2.130811 1.037048
1.491463 2.224462 1.106152
1.523196 2.320127 1.178259
1.554930 2.417806 1.253434
1.586663 2.517499 1.331741
1.618396 2.619206 1.413243
1.650129 2.722927 1.498004
1.681863 2.828662 1.586089
1.713596 2.936411 1.677562
1.745329 3.046174 1.772485
1.777063 3.157951 1.870924
1.808796 3.271742 1.972941
1.840529 3.387547 2.078602
1.872262 3.505366 2.187969
1.903996 3.625199 2.301107
1.935729 3.747046 2.418080
1.967462 3.870907 2.538951
1.999195 3.996782 2.663785
2.030929 4.124671 2.792645
2.062662 4.254574 2.925595
2.094395 4.386491 3.062700
2.126128 4.520422 3.204023
2.157862 4.656367 3.349627
2.189595 4.794326 3.499578
2.221328 4.934299 3.653938
2.253061 5.076286 3.812773
2.284795 5.220287 3.976144
2.316528 5.366302 4.144118
2.348261 5.514331 4.316757
2.379994 5.664374 4.494125
2.411728 5.816430 4.676287
2.443461 5.970501 4.863306
2.475194 6.126586 5.055246
2.506927 6.284685 5.252171
2.538661 6.444798 5.454145
2.570394 6.606925 5.661232
2.602127 6.771066 5.873495
2.633861 6.937221 6.091000
2.665594 7.105390 6.313809
2.697327 7.275573 6.541986
2.729060 7.447770 6.775596
2.760794 7.621981 7.014702
2.792527 7.798206 7.259368
2.824260 7.976445 7.509659
2.855993 8.156698 7.765638
2.887727 8.338965 8.027368
2.919460 8.523246 8.294915
2.951193 8.709541 8.568341
2.982926 8.897850 8.847711
3.014660 9.088173 9.133088
3.046393 9.280510 9.424537
3.078126 9.474861 9.722122
3.109859 9.671225 10.025906
3.141593 1.999832 10.025906
