1.000000 1.000000 2.000000
1.019800 1.039992 2.039600
1.039600 1.080768 2.079200
1.059400 1.122328 2.118800
1.079200 1.164673 2.158400
1.099000 1.207801 2.198000
1.118800 1.251713 2.237600
1.138600 1.296410 2.277200
1.158400 1.341891 2.316800
1.178200 1.388155 2.356400
1.198000 1.435204 2.396000
1.217800 1.483037 2.435600
1.237600 1.531654 2.475200
1.257400 1.581055 2.514800
1.277200 1.631240 2.554400
1.297000 1.682209 2.594000
1.316800 1.733962 2.633600
1.336600 1.786500 2.673200
1.356400 1.839821 2.712800
1.376200 1.893926 2.752400
1.396000 1.948816 2.792000
1.415800 2.004490 2.831600
1.435600 2.060947 2.871200
1.455400 2.118189 2.910800
1.475200 2.176215 2.950400
1.495000 2.235025 2.990000
1.514800 2.294619 3.029600
1.534600 2.354997 3.069200
1.554400 2.416159 3.108800
1.574200 2.478106 3.148400
1.594000 2.540836 3.188000
1.613800 2.604350 3.227600
1.633600 2.668649 3.267200
1.653400 2.733732 3.306800
1.673200 2.799598 3.346400
1.693000 2.866249 3.386000
1.712800 2.933684 3.425600
1.732600 3.001903 3.465200
1.752400 3.070906 3.504800
1.772200 3.140693 3.544400
1.792000 3.211264 3.584000
1.811800 3.282619 3.623600
1.831600 3.354759 3.663200
1.851400 3.427682 3.702800
1.871200 3.501389 3.742400
1.891000 3.575881 3.782000
1.910800 3.651157 3.821600
1.930600 3.727216 3.861200
1.950400 3.804060 3.900800
1.970200 3.881688 3.940400
1.990000 3.960100 3.980000
2.009800 4.039296 4.019600
2.029600 4.119276 4.059200
2.049400 4.200040 4.098800
2.069200 4.281589 4.138400
2.089000 4.363921 4.178000
2.108800 4.447037 4.217600
2.128600 4.530938 4.257200
2.148400 4.615623 4.296800
2.168200 4.701091 4.336400
2.188000 4.787344 4.376000
2.207800 4.874381 4.415600
2.227600 4.962202 4.455200
2.247400 5.050807 4.494800
2.267200 5.140196 4.534400
2.287000 5.230369 4.574000
2.306800 5.321326 4.613600
2.326600 5.413068 4.653200
2.346400 5.505593 4.692800
2.366200 5.598902 4.732400
2.386000 5.692996 4.772000
2.405800 5.787874 4.811600
2.425600 5.883535 4.851200
2.445400 5.979981 4.890800
2.465200 6.077211 4.930400
2.485000 6.175225 4.970000
2.504800 6.274023 5.009600
2.524600 6.373605 5.049200
2.544400 6.473971 5.088800
2.564200 6.575122 5.128400
2.584000 6.677056 5.168000
2.603800 6.779774 5.207600
2.623600 6.883277 5.247200
2.643400 6.987564 5.286800
2.663200 7.092634 5.326400
2.683000 7.198489 5.366000
2.702800 7.305128 5.405600
2.722600 7.412551 5.445200
2.742400 7.520758 5.484800
2.762200 7.629749 5.524400
2.782000 7.739524 5.564000
2.801800 7.850083 5.603600
2.821600 7.961427 5.643200
2.841400 8.073554 5.682800
2.861200 8.186465 5.722400
2.881000 8.300161 5.762000
2.900800 8.414641 5.801600
2.920600 8.529904 5.841200
2.940400 8.645952 5.880800
2.960200 8.762784 5.920400
2.980000 8.880400 5.960000
2.999800 8.998800 5.999600
3.019600 9.117984 6.039200
